"USD Swaption 3M10Y PY 1","USD","3","M","10","Y","PY"," 1","USP5JY3O"
"USD Swaption 3M10Y PY 1","USD","3","M","10","Y","PY"," 1","USP5JUXW"
"USD Swaption 3M10Y PY 2","USD","3","M","10","Y","PY"," 2","USP5JY6G"
"USD Swaption 3M10Y PY 2","USD","3","M","10","Y","PY"," 2","USP5JV0O"
"USD Swaption 3M15Y PY 0.","USD","3","M","15","Y","PY"," 0.","USP5K4D5"
"USD Swaption 3M15Y PY 0.","USD","3","M","15","Y","PY"," 0.","USP5K17D"
"USD Swaption 3M15Y PY 0.","USD","3","M","15","Y","PY"," 0.","USP5K4DU"
"USD Swaption 3M15Y PY 0.","USD","3","M","15","Y","PY"," 0.","USP5K182"
"USD Swaption 3M15Y PY 0.","USD","3","M","15","Y","PY"," 0.","USP5K4EJ"
"USD Swaption 3M15Y PY 0.","USD","3","M","15","Y","PY"," 0.","USP5K18R"
"USD Swaption 3M15Y PY 1","USD","3","M","15","Y","PY"," 1","USP5K4F8"
"USD Swaption 3M15Y PY 1","USD","3","M","15","Y","PY"," 1","USP5K19G"
"USD Swaption 3M15Y PY 2","USD","3","M","15","Y","PY"," 2","USP5K4I0"
"USD Swaption 3M15Y PY 2","USD","3","M","15","Y","PY"," 2","USP5K1C8"
"USD Swaption 3M20Y PY 0.","USD","3","M","20","Y","PY"," 0.","USP5K7IX"
"USD Swaption 3M20Y PY 0.","USD","3","M","20","Y","PY"," 0.","USP5K7JM"
"USD Swaption 3M20Y PY 0.","USD","3","M","20","Y","PY"," 0.","USP5K7KB"
"USD Swaption 3M20Y PY 1","USD","3","M","20","Y","PY"," 1","USP5KAQS"
"USD Swaption 3M20Y PY 1","USD","3","M","20","Y","PY"," 1","USP5K7L0"
"USD Swaption 3M20Y PY 2","USD","3","M","20","Y","PY"," 2","USP5KATK"
"USD Swaption 3M20Y PY 2","USD","3","M","20","Y","PY"," 2","USP5K7NS"
"USD Swaption 3M30Y PY 2","USD","3","M","30","Y","PY"," 2","USP5KNGO"
"USD Swaption 3M30Y PY 0.","USD","3","M","30","Y","PY"," 0.","USP5KK61"
"USD Swaption 3M30Y PY 0.","USD","3","M","30","Y","PY"," 0.","USP5KK6Q"
"USD Swaption 3M30Y PY 0.","USD","3","M","30","Y","PY"," 0.","USP5KK7F"
"USD Swaption 3M30Y PY 1","USD","3","M","30","Y","PY"," 1","USP5KNDW"
"USD Swaption 3M30Y PY 1","USD","3","M","30","Y","PY"," 1","USP5KK84"
"USD Swaption 3M30Y PY 2","USD","3","M","30","Y","PY"," 2","USP5KKAW"
"USD Swaption 1Y3M PY 0.2","USD","1","Y","3","M","PY"," 0.2","USPADY55"
"USD Swaption 1Y3M PY 0.2","USD","1","Y","3","M","PY"," 0.2","USPADUZD"
"USD Swaption 1Y3M PY 0.5","USD","1","Y","3","M","PY"," 0.5","USPADY5U"
"USD Swaption 1Y3M PY 0.5","USD","1","Y","3","M","PY"," 0.5","USPADV02"
"USD Swaption 1Y3M PY 0.7","USD","1","Y","3","M","PY"," 0.7","USPADY6J"
"USD Swaption 1Y3M PY 0.7","USD","1","Y","3","M","PY"," 0.7","USPADV0R"
"USD Swaption 1Y3M PY 1","USD","1","Y","3","M","PY"," 1","USPADY78"
"USD Swaption 1Y3M PY 1","USD","1","Y","3","M","PY"," 1","USPADV1G"
"USD Swaption 1Y3M PY 2","USD","1","Y","3","M","PY"," 2","USPADYA0"
"USD Swaption 1Y3M PY 2","USD","1","Y","3","M","PY"," 2","USPADV48"
"USD Swaption 1Y1Y PY .25","USD","1","Y","1","Y","PY"," .25","USPAGRA1"
"USD Swaption 1Y1Y PY 0.5","USD","1","Y","1","Y","PY"," 0.5","USPAGRAQ"
"USD Swaption 1Y1Y PY 0.5","USD","1","Y","1","Y","PY"," 0.5","USPAGO4Y"
"USD Swaption 1Y1Y PY 0.7","USD","1","Y","1","Y","PY"," 0.7","USPAGO5N"
"USD Swaption 1Y1Y PY 1","USD","1","Y","1","Y","PY"," 1","USPAGRC4"
"USD Swaption 1Y1Y PY 1","USD","1","Y","1","Y","PY"," 1","USPAGO6C"
"USD Swaption 1Y1Y PY 2","USD","1","Y","1","Y","PY"," 2","USPAGREW"
"USD Swaption 1Y1Y PY 2","USD","1","Y","1","Y","PY"," 2","USPAGO94"
"USD Swaption 1Y2Y PY 0.2","USD","1","Y","2","Y","PY"," 0.2","USPAGXLL"
"USD Swaption 1Y2Y PY 0.2","USD","1","Y","2","Y","PY"," 0.2","USPAGUFT"
"USD Swaption 1Y2Y PY 0.5","USD","1","Y","2","Y","PY"," 0.5","USPAGXMA"
"USD Swaption 1Y2Y PY 0.5","USD","1","Y","2","Y","PY"," 0.5","USPAGUGI"
"USD Swaption 1Y2Y PY 0.7","USD","1","Y","2","Y","PY"," 0.7","USPAGUH7"
"USD Swaption 1Y2Y PY 1","USD","1","Y","2","Y","PY"," 1","USPAGXNO"
"USD Swaption 1Y2Y PY 1","USD","1","Y","2","Y","PY"," 1","USPAGUHW"
"USD Swaption 1Y2Y PY 2","USD","1","Y","2","Y","PY"," 2","USPAGXQG"
"USD Swaption 1Y2Y PY 2","USD","1","Y","2","Y","PY"," 2","USPAGUKO"
"USD Swaption 1Y5Y PY .25","USD","1","Y","5","Y","PY"," .25","USPAJKEX"
"USD Swaption 1Y5Y PY 0.5","USD","1","Y","5","Y","PY"," 0.5","USPAJKFM"
"USD Swaption 1Y5Y PY 0.5","USD","1","Y","5","Y","PY"," 0.5","USPAJH9U"
